Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD001786	Proteomics of Alzheimer's Disease mouse models - control dataset	PRIDE	Mus musculus 	LTQ Orbitrap Elite	Nilsson et al. (2015)	Per Nilsson	2015-07-29	Biomedical, mouse brain, 
PXD000599	Phosphoproteomic analysis of breast epithelial cells with isogenic knockin of PIK3CA mutations	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Wu et al. (2014)	Akhilesh Pandey	2015-07-28	PIK3CA, breast cancer, phosphorylation, LS-MS/MS, proteome, mutation, 
PXD002563	The quantitative proteome of mouse testicular cord formation	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Zheng et al. (2015)	Jiahao Sha	2015-07-28	Biological, LC-MS/MS, testicular cord, gonadogenesis, TMT6, 
PXD002083	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 4	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-28	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD001712	Gel-free mass spectrometry analysis of Drosophila melanogaster heads	PRIDE	Drosophila melanogaster (Fruit fly)	LTQ Orbitrap Velos	Aradska et al. (2015)	Gert Lubec	2015-07-27	Biological, proteomics, drosophila melanogaster, heads, membrane proteins, mass spectrometry, 
PXD001265	Mining potential serum biomarkers for gastric adenocarcinoma using quantitative proteomics	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Subbannayya et al. (2015)	Akhilesh Pandey	2015-07-27	Biomedical, serum biomarkers, adenocarcinoma, quantitative proteomics, gastric cancer, 
PXD001740	Discovering new pneumococcal diagnostic tools protein-based	PRIDE	Streptococcus pneumoniae	LTQ Orbitrap	Olaya-Abril et al. (2015)	Manuel Jos?? Rodr??guez Ortega	2015-07-27	Biological, pneumococcal protien diagnostic, 
PXD001192	Regulation of microtubules by DIAPH3 loss influences amoeboid tumor cell sensitivity to taxanes	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Morley et al. (2015)	Wei Yang	2015-07-27	Biomedical, amoeboid, chemotherapy, formin, metastasis, microtubules, prostate cancer, taxanes, mass spectrometry, label-free, 
PXD000673	Psychroflexus torquis 1D LC/MS	PRIDE	Psychroflexus torquis (strain ATCC 700755 / ACAM 623)	LTQ Orbitrap	Feng et al. (2015)	John Philip Bowman	2015-07-24	Biological, Psychroflexus torquis, sea ice, proteorhodopsin, salinity, 1D LC/MS, 
PXD001490	Metaproteomics analyses of three chronically petroleum-polluted sites	PRIDE	environmental samples	LTQ Orbitrap Velos	Bargiela et al. (2015)	Martin von Bergen	2015-07-24	Metaproteomics, Biological, Crude oil, metaproteomics, microbiology, pollution, sediment, marine, hydrocarbon, 
PXD000458	Quantitative proteomics of cryptococcal meningitis brain tissues	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Selvan et al. (2015)		2015-07-24	Biomedical, Human brain, cryptococcal meningitis, LTQ-Orbitrap, 
PXD002183	Fgf and Esrrb integrate epigenetic and transcriptional networks that regulate self-renewal of Trophoblast Stem Cells	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Latos et al. (2015)	david oxley	2015-07-24	Biological, TS cells, self-renewal, transcription factors, Esrrb, LC-MS/MS, 
PXD001976	p53-regulated networks of protein, mRNA, miRNA and lncRNA expression revealed by integrated pSILAC and NGS analyses	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Hünten et al. (2015)	Bettina Warscheid	2015-07-23	Biomedical, p53, tumor-suppressor, Human, pSILAC, transcriptional network, biomarker, 
PXD002322	Panorama of ancient metazoan macromolecular complexes: Homo sapiens	PRIDE	Homo sapiens 	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-07-23	Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD001988	cell surface glycoproteome liver and lung	PRIDE	Homo sapiens 	LTQ Orbitrap	Ducret et al. (2015)	Axel Ducret	2015-07-22	Biomedical, human, primary hepatocytes, epithelial lung cells, glycocapture, LC-MS, LTQ-Orbitrap, 
PXD001983	Proteome-wide analysis of the amino terminal status of Escherichia coli proteins at the steady-state	PRIDE	Escherichia coli	LTQ Orbitrap	Bienvenut, Giglione & Meinnel (2015); Grzela et al. (2017)	Willy V Bienvenut	2015-07-22	Biological, formylation/post-translational modifications/actinonin/acetylation/antibiotics, 
PXD002290	GRK2 influences the phosphorylation of PER proteins by LC-MS/MS	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Dataset with its publication pending	Cheng-Kang Chiang	2015-07-21	Biological, In-gel digestion, Neuro2A cells, LC-MS/MS, 
PXD002012	Proteome-wide analysis of the amino terminal status of Escherichia coli proteins at the steady-state and upon deformylation inhibition	PRIDE	Escherichia coli	LTQ Orbitrap	Bienvenut, Giglione & Meinnel (2015)	Willy V. Bienvenut	2015-07-21	Biological, Formylation, post-translational modifications, actinonin, acetylation, antibiotics, 
PXD001979	Whole lysate and ribosome enriched fractions analyses of the amino terminal status of Escherichia coli at the steady state and upon deformylation inhibition	PRIDE	Escherichia coli	LTQ Orbitrap	Bienvenut, Giglione & Meinnel (2015)	Willy V Bienvenut	2015-07-21	Biological, formylation/post-translational modifications/actinonin/acetylation/antibiotics, 
PXD002395	11 human cell lines	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Geiger et al. (2012)	Stefan Kempa	2015-07-21	Biological, human, deep proteome, 
PXD001291	Integrative Genomics Positions MKRN1 as a Novel Ribonucleoprotein within the Embryonic Stem Cell Gene Regulatory Network	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Cassar et al. (2015)	Dr. William L. Stanford	2015-07-21	Biological, Biomedical, MKRN1, L1TD1,PABPC1, PABPC4, YBX1, IGF2BP1, UPF1, 
PXD001508	Metaproteomic analysis of a mixed microbial communities extracted from biogas plant sludge	PRIDE	Zea mays 	LTQ Orbitrap Elite	Kohrs et al. (2015)	Dr. Dirk Benndorf	2015-07-21	Biological, Metaproteomics, Biogas plant, Microbial communities, Differential centrifugation, Metabolism, 
PXD002577	Acropora digitifera stinging cells toxins	MassIVE	Acropora digitifera	LTQ Orbitrap Velos	Dataset with its publication pending	Dr Paul F Long	2015-07-21	Toxin, Venom, Coral, Acropora digitifera, 
PXD001436	Metaproteome, Deep Lake, Antarctica	PRIDE	environmental samples	LTQ Orbitrap Velos	Tschitschko et al. (2015)	Prof. Rick Cavicchioli	2015-07-21	Metaproteomics, Metaproteomics, hypersaline, haloarchaea, Deep Lake, Antarctica, 
PXD002400	5 cell lines - Deep proteome analysis of 5 cell lines (WI38, Hep2G, MCF-10A, MDA-MB-231, MCF7), using peptide isolectic focusing fractionation.	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Dataset with its publication pending	Stefan Kempa	2015-07-20	Technical, LTQ Velos Orbitrap,, 
PXD000205	ProteoRed Multicentric Experiment for Proteomics Quality Control	PRIDE	Saccharomyces cerevisiae BY4741	LTQ Orbitrap Velos; LTQ Orbitrap XL	Campos et al. (2015)	Eliandre de Oliveira	2015-07-20	Multicentric, QC, Reproducibility, Orbitrap, 
PXD001617	Global gene expression profiling through the complete life cycle of Trypanosoma vivax	PRIDE	Trypanosoma vivax (strain Y486)	LTQ Orbitrap Velos	Jackson et al. (2015)	Jonathan Wastling	2015-07-20	Biological, Complete life cycle, Trypanosoma vivax, 
PXD002244	Mouse bone marrow derived neutrophils, LC-MSMS	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Haurogné et al. (2015)	Jean-Marie Bach	2015-07-20	Biomedical, Biological, Mouse, polymorphonuclear neutrophils, cell membrane-enriched proteins, 
PXD002241	USSC secretome	PRIDE	Homo sapiens 	LTQ Orbitrap Velos; LTQ Orbitrap Elite	Schira et al. (2015)	Jessica Schira	2015-07-20	Biomedical, secretome, USSC, stem cell, spinal cord, nerve regeneration, absolute quantification, 
PXD002371	Environmental interactions and epistasis are revealed in the proteomic responses to complex stimuli	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap	Samir et al. (2015)	Andrew Link	2015-07-20	Biological, Yeast, Saccharomyces cerevisiae, iTRAQ, MudPIT, environmental interaction, environmental epistasis, 
PXD001809	Mesenchymal stem cell integrin-associated complexes	PRIDE	Homo sapiens 	LTQ Velos; LTQ Orbitrap Elite	Ajeian et al. (2015)	Martin J Humphries	2015-07-20	Biological, MSC, Integrin, focal adhesions, Extracellular matrix, cell adhesion, 
PXD001454	Investigation of human TFIID subcomplexes 7TAF and 8TAF by cross-linking mass spectrometry	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Trowitzsch et al. (2015)	Juri Rappsilber	2015-07-20	Technical, 7TAF, 8TAF, Cross-link mass spectrometry (CL-MS), 
PXD002131	Franco-Swiss HPP project (Chromosomes 2 and 14)	PRIDE	Homo sapiens 	Q Exactive; LTQ Orbitrap Velos	Carapito et al. (2015)	Odile Bruley Schiltz	2015-07-17	Chromosome-centric Human Proteome Project (C-HPP), Human Proteome Project, Homo sapiens (Human), 
PXD001665	Mytilus galloprovincialis, sperm, LC-MSMS	PRIDE	Mytilus galloprovincialis (Mediterranean mussel)	LTQ Orbitrap	Zhang et al. (2015)	QIU Jian-Wen	2015-07-17	Biological, Mytilus galloprovincialis, sperm, LC-MSMS, 
PXD001827	Extinct Bison Latifrons Proteomics	PRIDE	Bos taurus 	LTQ Orbitrap Velos	Hill et al. (2015)	Kirk Charles Hansen	2015-07-16	Biological, Bison latifrons, LC-MS/MS, Paleoproteomics, Hydroxylysine glycosylation, Snowmass, Ziegler Reservoir, 
PXD002235	Comparative proteomic analysis of human liver tissue and isolated hepatocytes with a focus on proteins determining drug exposure	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Vildhede et al. (2015)	Jacek R Wisniewski	2015-07-16	Biomedical, Human liver, human hepatocyte, FASP, ADME proteins, 
PXD002497	Growth condition-dependent cell surface proteome analysis of Enterococcus faecium	MassIVE	Enterococcus faecium E1162	LTQ Orbitrap XL	Dataset with its publication pending	JC Sinnige	2015-07-16	Enterococcus faecium, Growth, Shaving, Surfacome, BHI, TSB, Urine, 
PXD001845	Benchmarking multiple fragmentation methods on an Orbitrap Fusion for top-down phospho-proteoform characterization	PRIDE	Homo sapiens 	Orbitrap Fusion ETD	Brunner et al. (2015)	Albert J.R. Heck	2015-07-16	Bora, Orbitrap Fusion, top down proteomics, EThcD, fragmentation, phosphorylation, proteoform, 
PXD002367	The human spermatozoa proteome	PRIDE	Homo sapiens 	LTQ Orbitrap	Jumeau et al. (2015)	Charles Pineau	2015-07-16	Chromosome-centric Human Proteome Project (C-HPP), Human Proteome Project, Biological, Human, Spermatozoa, GeLC-MS/MS, 
PXD002281	Identification of HER2 peptides for quantification in formalin-fixed paraffin-embedded breast cancer tissues	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Steiner et al. (2015)	Ducret Axel	2015-07-16	Biomedical, human receptor tyrosine-protein kinase erbB-2 (HER2), formalin-fixed parrafin-embedded tissues (FFPE), breast cancer, human, LTQ Orbitrap Velos, 
PXD002084	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 5	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-15	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002534	A method to characterize antibody selectivity immunoprecipitation, part 2	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Marcon et al. (2015)	Jack Greenblatt	2015-07-15	Biomedical, antibody selectivity and specificity, immunoprecipitation, mass spectrometry, 
PXD002412	A method to characterize antibody selectivity immunoprecipitation	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Marcon et al. (2015)	Jack Greenblatt	2015-07-15	Biomedical, antibody selectivity and specificity, immunoprecipitation, mass spectrometry, 
PXD002081	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 2	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-14	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002255	Enrichment strategy for searching missing protein	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Su et al. (2015)	Ping Xu	2015-07-14	Chromosome-centric Human Proteome Project (C-HPP), Human Proteome Project, Biomedical, missing protein, CHPP, enrichment strategy, 
PXD001872	Digital mapping of immunopeptidomes	PRIDE	Homo sapiens 	TripleTOF 5600; LTQ Orbitrap; LTQ Orbitrap Elite	Caron et al. (2015)	Ruedi Aebersold	2015-07-14	Human Immuno-Peptidome Project (HUPO-HIPP), Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Biomedical, HLA, immunopeptidome, SWATH-MS, DIA, 
PXD001835	3D topology of the SMC2/SMC4 sub-complex from chicken condensin I revealed by cross-linking and molecular modelling	PRIDE	Gallus gallus 	LTQ Orbitrap Velos	Barysz et al. (2015)	Juri Rappsilber	2015-07-13	Biological, SMC, condensin, structure, cross-linking, mass spectrometry, coiled-coil, 
PXD001875	The prion protein contributes to epithelial-to-mesenchymal transition in the mouse NMuMG epithelial cell model	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Mehrabian et al. (2015)	Gerold Schmitt-Ulms	2015-07-10	Biomedical, Biological, prion protein, epithelial-to-mesenchymal transition, Orbitrap fusion, TMT, 
PXD002482	Conservation of mRNA and Protein Expression during Development of C.elegans	PRIDE	Caenorhabditis elegans	LTQ Orbitrap	Dataset with its publication pending	Matthias Selbach	2015-07-09	Biological, C.elegans, SDS-PAGE, LysC, 
PXD002504	Type 1 Diabetes DNA Damage Checkpoint Pathway Quantitation	MassIVE	Homo sapiens	LTQ Orbitrap Velos	Dataset with its publication pending	Rohit Kulkarni	2015-07-08	diabetes, stem cells, 
PXD002086	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 7	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-08	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD000703	Proteomic Analysis of Artemisia annua	PRIDE	Artemisia annua (Sweet wormwood)	LTQ Orbitrap	Dataset with its publication pending	Rainer Cramer	2015-07-08	Biological, Artemisia annua, proteomics, Label Free Quantitation, EMPAI, 
PXD000736	Altered brain pathways following Chikungunya virus infection	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Fraisier et al. (2014)	Pr. Christophe ROGIER	2015-07-08	Biomedical, Biological, alphavirus, Chikungunya virus, pathways modified, pathogenesis, mouse, brain, infection, iTRAQ, 2D-DIGE, 
PXD002202	Ubiquitin S65 proteomics: Association of ubiquitin mutants with ubiqiutin binding domains	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-08	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD002205	Ubiquitin S65 proteomics: Protein turnover analysis	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-07	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD002203	Ubiquitin S65 proteomics: S65E Ubiquitin full replacement ubiquitylation site quantitation	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos; Q Exactive	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-07	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD002201	Ubiquitin S65 proteomics: Targets of ubiquitin phosphorylation	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos; Q Exactive	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-07	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD002200	Ubiquitin S65 proteomics: H2O2 ubiquitylation response	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-07	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD001890	Glioma-derived stem-like cells (GSCs): Quantitative Proteomics	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	10.1016/j.euprot.2015.06.008	Carol Nilsson	2015-07-07	Chromosome-centric Human Proteome Project (C-HPP), Human Proteome Project, Biomedical, Biological, glioma stem cells, LC-MS/MS, 
PXD002199	Ubiquitin S65 proteomics: H2O2 Histag affinity purification protein response	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-07	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD002198	Ubiquitin S65 proteomics: H2O2 phosphorylation response	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-07	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD002197	Ubiquitin S65 proteomics: H2O2 whole cell lysate protein response	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Swaney, Rodríguez-Mias & Villén (2015)	Judit Villen	2015-07-07	Biological, Yeast, ubiquitin, phosphorylation, orbitrap, 
PXD002217	Variations of secretome profiles according to conditioned medium preparation: the example of human mesenchymal stem cell derived adipocytes	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Clabaut et al. (2015)	Odile Broux	2015-07-03	Biomedical, Adipocyte/Conditioned medium/Mesenchymal stem cell /Secretome, 
PXD001787	Interclonal proteomic responses to predator exposure in Daphnia magna may depend on predator composition of habitats	PRIDE	Daphnia (common water fleas)	LTQ Orbitrap	Otte et al. (2015)	Christian Laforsch	2015-07-03	Biomedical, Daphnia, phenotypic plasticity, inducible defence, interclonal differences, Label-free Quantification, proteomics, 
PXD002089	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 10	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-03	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002088	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 9	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-03	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002087	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 8	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-03	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002085	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 6	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-02	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002082	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 3	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-02	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002080	CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 1	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang et al. (2014)	Daniel C. Liebler, Ph.D.	2015-07-02	CPTAC Consortium, Biomedical, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD001655	Metaproteomic analysis using the Galaxy framework	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Jagtap et al. (2015)	Timothy J. Griffin	2015-07-02	Metaproteomics, Metaproteomics , Workflows., 
PXD002327	Panorama of ancient metazoan macromolecular complexes: Saccharomyces cerevisiae	PRIDE	Saccharomyces cerevisiae (Baker's yeast), Saccharomyces cerevisiae W303	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-29	Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD001668	Proteomic analyses reveal that loss of TDP-43 affects RNA processing and intracellular transport	PRIDE	Homo sapiens 	LTQ Orbitrap	Štalekar et al. (2015)	Manuel Mayr	2015-06-29	Biomedical, TDP-43, RanBP1, amyotrophic lateral sclerosis, frontotemporal lobar degeneration, comparative proteomics, intracellular transport, 
PXD001947	Identification and characterization of the first Nα-acetyltransferase in plastids	PRIDE	Escherichia coli	LTQ Orbitrap	Dinh et al. (2015)	Willy V Bienvenut	2015-06-29	Biological, Arabidopsis thaliana, chloroplast, AtNAA70, Nα-acetyltransferase, 
PXD002190	C. elegans SGK-1 IP-MS	PRIDE	Caenorhabditis elegans	LTQ Orbitrap	Zhu et al. (2015)	Meng-Qiu Dong	2015-06-29	Biological, C. elegans SGK-1 IP-MS, 
PXD000619	Quantitative proteomic analysis of gallbladder cancer	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Sahasrabuddhe et al. (2014)		2015-06-26	Biomedical, gallbladder cancer, iTRAQ, quantitative proteomics, prosaposin, transgelin, biomarkers, 
PXD001559	Global phosphoproteomic mapping of early mitotic exit in human cells identifies novel substrate dephosphorylation motifs	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	McCloy et al. (2015)	Andrew Burgess	2015-06-25	Biological, Mitosis, mitotic exit, phosphorylation, kinase, phosphatase, SILAC, phosphoproteomics, PRC1, MYC, motif, spindle assembly checkpoint., 
PXD002065	TK SILACepedia	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Stebbing et al. (2015)	Georgios Giamas	2015-06-23	Biomedical, SILAC tyrosine kinases breast cancer cell signaling, 
PXD001078	Middle infrared radiation on human metastatic breast cancer MDA-MB-231 cells	PRIDE	Homo sapiens 	LTQ Orbitrap	Chang et al. (2015)	Hsueh-Fen Juan	2015-06-23	Biomedical, Human, MDA-MB-231, LTQ Orbitraq, 
PXD001909	Proteomic Identification of Nuclear Processes Manipulated by Cytomegalovirus Early during Infection	PRIDE	Homo sapiens , Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	LTQ Orbitrap Velos	Carter et al. (2015)	Scott Terhune	2015-06-23	Biomedical, HCMV, cytomegalovirus, quantitative proteomics, SILAC, 
PXD002192	Proteomic identification of cysteine cathepsin substrates shed from the surface of cancer cells	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Sobotic et al. (2015)	Marko Fonovic	2015-06-23	Biomedical, Degradomics, proteases, cathepsins, cancer, shedding, substrates, 
PXD002326	Panorama of ancient metazoan macromolecular complexes: Xenopus laevis	PRIDE	Xenopus laevis (African clawed frog)	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-22	Biological, Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD001338	Comprehensive temporal protein dynamics during the diauxic shift in Saccharomyces cerevisiae, part 5	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Elite	Murphy et al. (2015)	Steven Gygi	2015-06-22	Biological, Yeast, Temporal, TMT, 
PXD001439	Mariprofundus ferrooxydans proteomic profile - membrane	PRIDE	Mariprofundus ferrooxydans	LTQ Orbitrap	Barco et al. (2015)	Katrina J. Edwards	2015-06-22	Biological, iron oxidation autotrophic neutrophilic zetaproteobacteria, 
PXD001050	Mariprofundus ferrooxydans proteomic profile	PRIDE	Mariprofundus ferrooxydans	LTQ Orbitrap	Barco et al. (2015)	Katrina J. Edwards	2015-06-22	Biological, iron oxidation oxidizer mariprofundus zetaproteobacteria neutrophilic oxidizing, 
PXD001335	Comprehensive temporal protein dynamics during the diauxic shift in Saccharomyces cerevisiae	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Elite	Murphy et al. (2015)	Steve Gygi	2015-06-19	Biological, Yeast, Temporal Data, TMT, 
PXD002093	Comprehensive temporal protein dynamics during the diauxic shift in Saccharomyces cerevisiae, part 3	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion	Murphy et al. (2015)	Steve Gygi	2015-06-19	Biological, Yeast, TMT, Temporal Regulation, 
PXD002092	Comprehensive temporal protein dynamics during the diauxic shift in Saccharomyces cerevisiae, part 2	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion	Murphy et al. (2015)	Steve Gygi	2015-06-19	Biological, TMT, Yeast, Temporal Regulation, 
PXD001334	Comprehensive temporal protein dynamics during the diauxic shift in Saccharomyces cerevisiae, part 1	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion	Murphy et al. (2015)	Steve Gygi	2015-06-19	Biological, Yeast, Diauxic Shift, Temporal, 
PXD002325	Panorama of ancient metazoan macromolecular complexes: Sea urchin	PRIDE	Strongylocentrotus purpuratus (Purple sea urchin)	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-19	Biological, Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD002324	Panorama of ancient metazoan macromolecular complexes: Nematostella vectensis	PRIDE	Nematostella vectensis	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-18	Biological, Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD002323	Panorama of ancient metazoan macromolecular complexes: Mus musculus	PRIDE	Mus musculus 	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-17	Biomedical, Biological, Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD002278	Bacteriophage vB_EcoP_SU10, LC-MS/MS	PRIDE	Phage vB_EcoP_SU10	LTQ Orbitrap Velos	Khan Mirzaei et al. (2014)	Anders S Nilsson	2015-06-17	Biological, Bacteriohage, SU10, LC-MS/MS, 
PXD002321	Panorama of ancient metazoan macromolecular complexes: Drosophila melanogaster	PRIDE	Drosophila melanogaster (Fruit fly)	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-17	Biological, Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD002385	Human Calu-3 cell proteome response to a wild type infectious clone of H7N9 and mutant H7N9 viruses 	MassIVE	Homo sapiens, Human Calu-3 cells	LTQ Orbitrap Velos	Dataset with its publication pending	Yoshihiro Kawaoka, Katrina Waters, Richard Smith and Thomas Metz	2015-06-17	omics, proteomics, H7N9, 
PXD002320	Panorama of ancient metazoan macromolecular complexes: Dictyostelium discoideum	PRIDE	Dictyostelium discoideum (Slime mold), Dictyostelium discoideum AX4	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-17	Biological, Metazoan, conservation, biofractionation, across species, LC-MSMS, 
