Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD023742	P. putida predation sensitive vs predation survivor	MassIVE	Pseudomonas putida	Orbitrap Fusion	no publication	Cole Stevens	2021-01-21	P. putida predation evading phenotype, 
PXD022828	The neomycin resistance cassette in the targeted allele of Shank3B knock-out mice has potential off-target effects to produce an unusual Shank3 isoform	MassIVE	Mus musculus	Orbitrap Fusion Lumos	no publication	Jin Young Kim	2021-01-07	shank3, neomycin, 
PXD014934	Huanglongbing Citrus Sinensis Phospho and Total Proteomics Data	MassIVE	Citrus sinensis	Orbitrap Fusion; Orbitrap Fusion ETD	no publication	Daniel Chen, Sixue Chen	2021-01-03	HLB, phospho proteomics, iTraq, Citrus Sinensis, 
PXD020419	Mammalian telomeres reforged with non-telomeric sequences	MassIVE	Mus musculus	Orbitrap Fusion Lumos	no publication	Junho Lee	2020-12-25	telomere, alternative lengthening of telomeres, copy number variation, telomere damage, HMGN1, telomere repeat-containing RNA, 
PXD017156	The Mechanism of NEDD8 Activation of CUL5 Ubiquitin E3 Ligases	MassIVE	Homo sapiens	Synapt G2-S HDMS; Orbitrap Fusion Lumos	Ryan J. Lumpkin, Alla S. Ahmad, Rachel Blake, Christopher J. Condon and Elizabeth A. Komives. The Mechanism of NEDD8 Activation of CUL5 Ubiquitin E3 Ligases. Mol. Cel. Proteomics. 2020. doi: 10.1074/mcp.RA120.002414.	Elizabeth Komives	2020-12-02	HDX-MS, ubiquitin, ankyrin and SOCS box, E3 ligase, cullin 5, ARIH2, 
PXD022609	Interleukin 1 Receptor Accessory Protein	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Alessandra Luchini	2020-11-30	Interleukin 1 Receptor Accessory Protein, Inflammation, Antibody epitope mapping, 
PXD020338	The Deubiquitylase Ubp15 Couples Transcription to mRNA Export - Mex67 in WT and ubp15 deleted cells	MassIVE	Saccharomycetales	Orbitrap Fusion ETD	no publication	Francois Robert	2020-11-23	THO, Mex67, Cap binding complex, Ubp15, 
PXD011904	PU.1 interactome mouse bone marrow derived dendritic cells	MassIVE	Mus musculus	Orbitrap Fusion	no publication	Laura Gutierrez	2020-11-19	PU.1, dendritic cells, mouse, bone marrow derived, LPS, 
PXD011903	PU1 interactome in human monocyte derived dendritic cells	MassIVE	homo sapiens	Orbitrap Fusion	no publication	Laura Gutierrez	2020-11-19	dendritic cells, human, monocyte derived, LPS, PU.1, 
PXD021276	eEF2K inhibition synergizes with Glutaminase and eIF4EBP1 inhibitors to suppress triple-negative breast cancer cell growth; impact on the proteome	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Eldad Zacksenhaus, YoungJun Ju	2020-11-16	eEF2K, 4EBP1, translation initiation, translation elongation, cancer therapy, triple negative breast cancer, 
PXD019245	Small molecule inhibitor of NEDD4	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	; ...	Dewey G. McCafferty	2020-11-10	Parkinson's, alpha-synuclein, SH-SY5Y, ubiquitin, 
PXD022253	Damage-associated molecular patterns (DAMPs) by dying cancer cells	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Chan, Keith Syson	2020-10-29	DAMPs, 
PXD019299	Cardioprotection via Endothelial Extracellular Vesicles in a Human Heart-on-Chip Ischemia-Reperfusion-Injury Model	MassIVE	Homo sapiens	LTQ Orbitrap Elite; Orbitrap Fusion	no publication	Kevin Kit Parker	2020-10-14	Human, HUVEC, EVs, human cardiomyocytes (hCMs), EEVs, IRI, 
PXD021981	Synechococcus Sp. RS9916 Lyase Isomerase MpeV Characterization	MassIVE	Synechococcus sp. RS9916	Orbitrap Fusion Lumos	no publication	Jonathan Karty, Wendy Schluchter	2020-10-14	lyase, lyase isomerase, synechococcus, chromatic acclimation, CA-IV, 
PXD021911	Malaria_Chitinase_Pulldown_Proteomics	MassIVE	Plasmodium falciparum	Orbitrap Fusion	no publication	David Gonzalez	2020-10-12	Malaria, Chitinase, Label-free Quantitation, Proteomics, 
PXD020650	EAV and SARS-CoV-2 RdRP nucleotidylation	MassIVE	Severe acute respiratory syndrome coronavirus 2, Equine arteritis virus	Orbitrap Fusion Lumos	no publication	Michael R. Sussman	2020-10-07	nsp12, nsp7, nsp8, SARS-CoV-2, Covid-19, nucleotidylation, EAV, RdRP, 
PXD021696	The role of exosomes in viral-protozoan symbiosis: lessons from Trichomonasvirus in an isogenic host parasite model	MassIVE	Homo sapiens, Saccharomycetales, Trichomonas vaginalis	Orbitrap Fusion Lumos	no publication	Raina N. Fichorova	2020-10-07	Trichomonasvirus, T. vaginalis, Exosomes, extracellular vesicles, Immune Modulation, Cytokines, 
PXD016905	Noise exposures causing hearing loss generate proteotoxic stress and activate the proteostasis network	MassIVE	Mus musculus	Orbitrap Fusion; LTQ Velos	no publication	Jeffrey N. Savas	2020-09-24	Noise Induced Hearing Loss, Cochlea, SILAM, TMT 10Plex, 
PXD020876	Deep learning neural network prediction method improves proteome profiling of vascular sap of grapevines during Pierces disease development	MassIVE	Vitis vinifera, Xylella fastidiosa Temecula1	Orbitrap Fusion Lumos	Helena Duarte Sagawa et al. (2020)	Abhaya M. Dandekar	2020-09-18	predicted spectral library, quantitative proteomics, Prosit, apoplast, xylem sap, grapevine, Pierces Disease, secretome, 
PXD020240	Multi-omic comparison of Alzheimers variants in human ESC-derived microglia reveals convergence at APOE	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Timothy Y. Huang	2020-09-14	human microglia, APOE, SORL1, TREM2, Alzheimers disease, 
PXD018605	Proteomic and transcriptomic patterns during lipid accumulation in the microalga Nannochloropsis gaditana	MassIVE	Nannochloropsis gaditana	Orbitrap Fusion	no publication	Chris J. Hulatt	2020-09-14	Nannochloropsis, lipid, nitrogen, phosphorus, algae, photobioreactor, 
PXD019109	Soluble SORLA enhances neurite outgrowth and regeneration through activation of EGFR and MAPK pathways	MassIVE	Mus musculus	Orbitrap Fusion Lumos	no publication	Timothy Y. Huang	2020-09-09	Alzheimers disease, SORLA, 
PXD020682	Local RNA translation controls cell migration and Rab GTPase function	MassIVE	Homo sapiens	Orbitrap Fusion ETD	no publication	Lisa Jenkins	2020-09-08	Rab13, Rab interactome, 
PXD018629	Phosphorylated Tau Interactome in the Human Alzheimers Disease Brain	MassIVE	Homo sapiens	Q Exactive; Orbitrap Fusion Lumos	Drummond et al. (2020)	Beatrix Ueberheide	2020-09-04	Tau , neurofibrillary tangles, affinity purifications, laser capture microdissection, label-free, AD, 
PXD014007	Differential-Nycodenz combined with an orthogonal rate zonal fractionation of M & L differential fractions (TMT_MS3)	MassIVE	Rattus norvegicus	Orbitrap Fusion	no publication	Peter Lobel	2020-09-02	Differential_Nycodenz, Rate zonal fractionation, TMT-MS3, 
PXD020961	Glycoproteomic Analysis of Human Urinary Exosomes	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Milos V Novotny	2020-09-02	lectin , 
PXD021258	Twinfilin1 controls lamellipodial protrusive activity and actin turnover during vertebrate gastrulation	MassIVE	Xenopus laevis	Orbitrap Fusion Lumos	no publication	Edward Marcotte	2020-09-01	twinfillin, dorsal marginal zone (DMZ), affinity purification (APMS), cofilin, protein interactions, 
PXD015344	kcat_estimation_quantitative_Proteomics	MassIVE	Escherichia coli	Orbitrap Fusion	no publication	David Gonzalez	2020-08-19	E. Coli, kcat, Proteomics, 
PXD013946	GBS Brain Tissue Temporal Proteomic Analysis	MassIVE	Mus musculus	Orbitrap Fusion	no publication	David Gonzalez	2020-08-13	GBS, Brain, Proteomics, 
PXD013917	GBS Choroid Plexus Infection Proteomics	MassIVE	Mus musculus	Orbitrap Fusion	no publication	David Gonzalez	2020-08-13	GBS, Choroid Plexus, Proteomics, 
PXD013936	Group B Streptococcus Vessel Proteomic Analysis	MassIVE	Mus musculus	Orbitrap Fusion	no publication	David Gonzalez	2020-08-13	GBS, Vessel, Proteomics, 
PXD020801	HUPO HPP Phosphopeptide Challenge	MassIVE	Saccharomyces cerevisiae, Homo sapiens	Orbitrap Fusion; Q Exactive HF; instrument model; amaZon ETD; impact; maXis; TripleTOF 5600; LTQ Orbitrap XL; Orbitrap Fusion Lumos; Q Exactive; Q Exactive Plus; instrument model	no publication	Susan Weintraub, Michael Hoopmann	2020-08-11	HUPO, HPP, Phosphopeptide, Challenge, Phosphorylated peptides, phospho site localization, phosphopeptide enrichment, false identification rate, Human Proteome Project, mass spectrometry, 
PXD019225	EDF1 coordinates cellular responses to ribosome collisions	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Eric J. Bennett, J. Wade Harper, Rachel Green	2020-08-02	TMTpro, Ribosome, 
PXD019230	EDF1 coordinates cellular responses to ribosome collisions	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Eric J. Bennett, J. Wade Harper, Rachel Green	2020-08-02	TMTpro, 
PXD019224	EDF1 coordinates cellular responses to ribosome collisions	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Eric J. Bennett, J. Wade Harper, Rachel Green	2020-08-02	TMTpro, Ribosome, 
PXD019228	EDF1 coordinates cellular responses to ribosome collisions	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Eric J. Bennett, J. Wade Harper, Rachel Green	2020-08-02	TMT, Ribosome, 
PXD014011	Proteomic analysis of Neolithic Balkan dental calculus	MassIVE	Homo sapiens	Orbitrap Fusion; Q Exactive	no publication	Camilla Speller	2020-08-01	ancient proteins, dental calculus, shotgun proteomics, 
PXD012104	Ubiquilin interactomes from Fly	MassIVE	Drosophila 	Orbitrap Fusion	Şentürk et al. (2019)	Hugo J. Bellen	2020-07-21	Ubiquilin, 
PXD013913	Molecular Dynamics Simulation-directed Ionic Liquid Screening for Deep Coverage Proteome Analysis	MassIVE	Homo sapiens	Q Exactive; Orbitrap Fusion	no publication	Lihua Zhang	2020-07-20	ionic liquid, deep coverage proteome analysis, 
PXD018030	SaBIR_Standard_Proteomics_DataSubmit2	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	David Gonzalez	2020-07-02	S. aureus, bacteremia, serum, biomarkers, 
PXD018031	SaBIR_HighRes_PTMs_DataSubmission	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	David Gonzalez	2020-07-02	S. aureus, bacteremia, serum, biomarkers, PTMs, N-glycans, 
PXD017599	Age-induced methylmalonic acid accumulation promotes cancer aggressiveness and metastatic disease	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Noah Dephoure, John Blenis	2020-06-30	human serum, proteomics, TMT, 
PXD017387	Enhancing Intracellular Concentration and Target Engagement of PROTACs with Reversible Covalent Chemistry	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Jin Wang	2020-06-27	PROTAC, BTK, CRBN, Reversible Covalent, Target Engagement, 
PXD018560	An atlas of O-glycans on peptide hormones reveal wide biological roles	MassIVE	Sus scrofa, Mus musculus, Rattus norvegicus, Homo sapiens	LTQ Orbitrap Velos; Orbitrap Fusion ETD	no publication	Katrine Schjoldager	2020-06-24	Peptide stability, Glycosylation, Metabolism, GLP-1, Secretin, PYY, 
PXD019914	Glycoproteomic Characterization of Human High-Grade Serous Ovarian Cancer	MassIVE	Homo sapiens	Q Exactive; Orbitrap Fusion Lumos	no publication	Hui Zhang	2020-06-20	Glycoproteomics, Tumor heterogeneity, High-Grade Serous Ovarian Carcinoma (HGSC) , Glycosylation, Mass Spectrometry, 
PXD019618	Quantitative Proteomics of human relevance of the dietary fiber-induced liver cancer murine model	MassIVE	Mus musculus	Orbitrap Fusion	no publication	David Gonzalez	2020-06-06	TMT, Orbitrap, Proteome, Liver Cancer, Fiber, 
PXD018415	Essential roles for deubiquitination in Leishmania life cycle progression	MassIVE	Leishmania mexicana	Orbitrap Fusion	no publication	Jeremy C. Mottram	2020-06-04	Leishmania, deubiquitinase, DUB, deubiquitination, 
PXD016934	Gene signature distinguishing TNBC from non-TNBC	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Jean-Philippe Lambert	2020-06-02	TNBC, 
PXD018957	Mabscessus_Antibiotics_Proteomic_Analysis	MassIVE	Mycobacterium abscessus ATCC 19977	Orbitrap Fusion	Rojony et al. (2020)	David Gonzalez	2020-05-18	TMT, Mycobacterium, Mycobacterium Abscessus, 
PXD016410	Ultrasensitive Top-Down Proteomics Analysis of Low Number of Mammalian Cells Using a Nanodroplet Sample Processing Platform	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	Zhou et al. (2020)	Ying Zhu	2020-05-11	top-down, proteomics, microfluidics, nanodroplet, 
PXD017598	JMJD6 roles in the DNA damage response - BioID data	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Jean-Philippe Lambert	2020-05-05	DNA damage repair, 
PXD015205	Determinants of site-specific dephosphorylation by PP2A-B56	MassIVE	Homo sapiens	instrument model; Orbitrap Fusion; instrument model	no publication	Arminja Kettenbach	2020-05-04	PP2A, B56, phosphatase, holoenzyme, dephosphorylation, motif, ADAM17, growth factor, tumor, 
PXD018759	Partial catalytic Cys oxidation of human GAPDH purified from human epithelial kidney cells	MassIVE	Homo sapiens	Orbitrap Fusion ETD	no publication	Pietro Roversi	2020-04-29	GAPDH, Cystein S-sulfonic acid, Moonlight enzyme, 
PXD014969	Chagas_Heart_Phosphoproteomics	MassIVE	Mus musculus, Trypanosoma cruzi	Orbitrap Fusion	no publication	David Gonzalez	2020-04-27	Chagas Disease, Trypanosoma cruzi, Heart, Cardiomyopathy, Multiplexed, Quantitative, TMTs, 
PXD018705	novel mAbs sequencing through LC and CE	MassIVE	Mus musculus	Orbitrap Fusion Lumos	no publication	David Chen	2020-04-21	sequencing novel de novo , 
PXD018582	AXL CONFERS CELL MIGRATION AND INVASION BY HIJACKING A PEAK1-REGULATED FOCAL ADHESION PROTEIN NETWORK	MassIVE	Homo sapiens	LTQ Orbitrap Velos; Orbitrap Fusion	no publication	Jean Francois Cote	2020-04-15	BioID, Phosphoproteomics, PEAK1, NEDD9, AXL, Breast cancer, Focal adhesion, Metastasis, 
PXD017724	Cell survival and adaptation to chronic endoplasmic reticulum stress in thyrocytes	MassIVE	Homo sapiens	Orbitrap Fusion ETD	Morishita et al. (2020)	Peter Arvan	2020-04-10	thyroid, thyroglobulin, glycoprotein, misfolding, secretory pathway, ER stress, proteomics, 
PXD015685	Tandem Mass Tags of Borrelia burgdorferi B31 derivative ML23 and SR0736 sRNA mutant grown in vitro at mammalian-like conditions	MassIVE	Borrelia burgdorferi B31	Orbitrap Fusion Lumos	no publication	Jon T. Skare	2020-04-09	Lyme disease, 
PXD014345	Tissue architectural cues mediated by integrin signaling	MassIVE	Homo sapiens, Mus musculus	Orbitrap Fusion ETD	no publication	Lisa Jenkins	2020-04-09	tumor extravasation, organ targeting, 
PXD013993	Differential-Nycodenz (TMT-MS2)	MassIVE	Rattus norvegicus	Orbitrap Fusion	Tannous et al. (2020)	Peter Lobel	2020-04-07	Differential, Nycodenz, TMT-MS2, 
PXD017705	Generating high-quality chromatogram libraries for DIA-MS with empirically corrected peptide predictions.	MassIVE	Saccharomyces cerevisiae, Plasmodium falciparum	Q Exactive; Orbitrap Fusion	no publication	Brian C. Searle	2020-03-30	DIA, yeast, malaria, 
PXD014463	Defining how Pak1 regulates cell polarity and cell division in fission yeast	MassIVE	Schizosaccharomyces pombe	Orbitrap Fusion	no publication	Arminja Kettenbach	2020-03-25	Pak1, Orb2, Shk1, cell polarity, cytokinesis, cell division, Cdc42, Cdc15, Mid1, kinase, sts5, 
PXD017980	Functional partitioning of a liquid-like organelle during assembly of axonemal dyneins	MassIVE	Xenopus laevis	Orbitrap Fusion Lumos; Orbitrap Fusion	no publication	Edward Marcotte	2020-03-10	DynAPs, AP-MS, axonemal dynein, cilia, Xenopus, DNAAFs, 
PXD004697	Identification SETD1A-binding proteins by Co-IP MS	MassIVE	Homo sapiens	Orbitrap Fusion ETD	Hoshii et al. (2018)	Alex Kentsis	2020-02-20	SETD1A , immunoprecipitation , gelLC MS, 
PXD014279	Proteomic analysis to identify altered proteins asoociated with different molecular pathways from livers of mice treated with ibuprofen	MassIVE	Mus musculus	Orbitrap Fusion	no publication	Aldrin V. Gomes	2020-02-12	ibuprofen, 
PXD014091	A proteogenomic resource enabling integrated analysis of Listeria genotype-proteotype-phenotype relationships	MassIVE	Listeria monocytogenes EGD-e, Listeria monocytogenes str. Scott A	Orbitrap Fusion; Q Exactive Plus	Varadarajan et al. (2020)	Bernd Wollscheid	2020-02-06	Listeria, proteotype, proteogenomics, smORFs, DIA, PRM, EGD-e, ScottA, 
PXD016368	Thrombin/APC Signaling Through PAR1	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	David Gonzalez	2020-01-31	Thrombin, Activated Protein C, PAR1, Endothelial permeability, Multiplexed proteomics, TMT, 
PXD017323	Salivary Proteome of Cowpea Aphid, Native to Riverside, California	MassIVE	Aphis craccivora	Orbitrap Fusion ETD	no publication	Isgouhi Kaloshian	2020-01-29	Cowpea Aphid, Cowpea Aphid Saliva, Aphid Saliva, 
PXD016484	Concentration determination of >200 proteins in dried blood spots for biomarker discovery and validation	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Christoph H. Borchers	2020-01-06	dired blood spot, 
PXD016212	Long-lived Metabolic Enzymes in the Crystallin Lens Identified by Pulse-labeling of Mice and Mass Spectrometry	MassIVE	Mus musculus	Orbitrap Fusion	no publication	Jeffrey N. Savas, PhD, Jing Jin	2019-12-13	Lens Proteomics, 15N labeling, Protein Turnover, 
PXD016558	EGFR inhibition triggers an adaptive response by co-opting antiviral signaling pathways in lung cancer	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	no publication	Amyn A. Habib	2019-12-03	EGFR inhibition, therapeutic resistance, Type I interferons, TBK1, IRF3,RIG-I, lung cancer, NSCLC, erlotinib, EGFR wild type, Anifrolumab, 
PXD012073	Kinome-centric pharmacoproteomics identifies signaling pathways underlying cellular responses to targeted cancer drugs	MassIVE	Homo sapiens	LTQ Orbitrap Elite; Orbitrap Fusion ETD	no publication	Shao-En Ong	2019-11-29	hepatocellular carcinoma, kinase inhibitor, kinobeads, epithelial-mesenchymal transition, drug resistance, 
PXD013108	Pseudomonas Nanosponge Capture	MassIVE	Pseudomonas aeruginosa, Mus musculus	Orbitrap Fusion	no publication	David Gonzalez	2019-11-26	TMT Proteomics, Nanosponge, Pseudomonas aeruginosa, 
PXD015343	GAS_Sprotein_Spleens_Timecourse_Proteomics	MassIVE	Streptococcus pyogenes	Orbitrap Fusion	no publication	David Gonzalez	2019-11-26	Group A Streptococcus, ess, TMT, Proteomics, 
PXD015342	GAS_Sprotein_Supernatants_Proteomics	MassIVE	Streptococcus pyogenes	Orbitrap Fusion	no publication	David Gonzalez	2019-11-26	TMT, Group A Streptococcus, ess, Proteomics, 
PXD015341	GAS_Sprotein_Whole_Cell_Lysate_Bacterial_Proteomics	MassIVE	Streptococcus pyogenes	Orbitrap Fusion	no publication	David Gonzalez	2019-11-26	ess, Bacteria, Group A Streptococcus, TMTs, 
PXD016301	Cho et al. HIPStA raw data files	MassIVE	Homo sapiens	Orbitrap Fusion; Orbitrap Fusion Lumos	no publication	Kebing Yu, Robert Blake	2019-11-15	Hsp90, protein degradation, target deconvolution, 
PXD010789	T cell microvilli constitute immunological synaptosomes that carry messages to antigen-presenting cells	MassIVE	Mus musculus	Orbitrap Fusion	Kim et al. (2018)	Chang-Duk Jun	2019-11-13	T cell vesicle, 
PXD013492	FAC Sorted enrichment of mossy fiber synaptosomes	MassIVE	Mus musculus	Orbitrap Fusion	no publication	Jeffrey N. Savas, PhD	2019-11-11	FACS, Mossy fiber, Synaptosome, 
PXD014775	Extracellular matrix hydrogel derived from decellularized tissues enables endodermal organoid culture	MassIVE	Sus scrofa	Orbitrap Fusion ETD	no publication	Nicola Elvassore	2019-11-04	extracellular matrix, ECM, decellularized, small intestine, scaffold, gel, 
PXD015321	Environmental Pollutant Induced Cellular Injury is Reflected in Exosomes from Placental Explants	MassIVE	Homo sapiens	Orbitrap Fusion	Sheller-Miller et al. (2019)	Ramkumar Menon	2019-11-04	exosome, Extracellular vesicles, inflammation, Flame retardants, preterm birth, 
PXD015972	Changes to the TDP43 and FUS Interactomes Induced by DNA Damage 	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Jacob Schwartz	2019-10-22	TDP-43, FUS, DNA damage repair, transcription, amyotrophic lateral sclerosis, frontal temporal dementia , 
PXD013885	Fast and accurate bacterial species identification in biological samples using LC-MS/MS mass spectrometry and machine learning (DDA dataset)	MassIVE	Citrobacter freundii, Enterobacter cloacae, Escherichia coli K-12, Enterobacter aerogenes KCTC 2190, Klebsiella oxytoca, Klebsiella pneumoniae subsp. pneumoniae MGH 78578, Pseudomonas aeruginosa PAO1, Proteus mirabilis, Enterococcus faecalis V583, Strepto	Orbitrap Fusion ETD	no publication	Arnaud Droit	2019-10-09	Bacterial identification, Urine, LC-MSMS, DIA, Machine Learning, 
PXD013888	Fast and accurate bacterial species identification in biological samples using LC-MS/MS mass spectrometry and machine learning (DIA dataset)	MassIVE	Citrobacter freundii, Enterobacter cloacae, Escherichia coli K-12, Enterobacter aerogenes KCTC 2190, Klebsiella oxytoca, Klebsiella pneumoniae subsp. pneumoniae MGH 78578, Pseudomonas aeruginosa PAO1, Proteus mirabilis, Enterococcus faecalis V583, Staphyl	Orbitrap Fusion ETD	no publication	Arnaud Droit	2019-10-09	Bacterial identification, Urine, LC-MSMS, DIA, Machine Learning, 
PXD014684	High-Throughput Single Cell Proteomics Enabled by Multiplex Isobaric Labeling in a Nanodroplet Sample Preparation Platform	MassIVE	Homo sapiens, Mus musculus	Orbitrap Fusion	Dou et al. (2019)	Charles Ansong, Ying Zhu	2019-09-23	proteomics, nanodroplet, single cell, 
PXD014293	Defining HLA-II ligand processing and binding rules with mass spectrometry enhances cancer epitope prediction	MassIVE	Homo sapiens	Orbitrap Fusion Lumos	Abelin et al. (2019)	Jennifer Abelin	2019-09-12	hla, epitope, prediction, classii, neoantigen, 
PXD015257	A Triple Knockout (TKO) Proteomics Standard for Diagnosing Ion Interference in Isobaric Labeling Experiments	MassIVE	Saccharomyces cerevisiae	Orbitrap Fusion	no publication	Joao A. Paulo	2019-09-03	TMT, Controlled mixture, Triple Knockout (TKO), Proteomics, 
PXD015261	TMT10 controlled mixtures - SILAC HeLa UPS1, acquired using MS2-only strategy	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Olga Vitek	2019-09-03	TMT10plex, Controlled Mixture, Lumos, Proteomics, 
PXD015258	TMT10 controlled mixtures - SILAC HeLa UPS1, acquired using SPS-MS3	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Olga Vitek	2019-09-03	TMT10plex, Controlled Mixture, Lumos, Proteomics, 
PXD015016	Dynamic incorporation of histone H3 variants into chromatin is essential for acquisition of aggressive traits and metastatic colonization	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Noah Dephoure	2019-08-19	breast cancer, MAP Kinase, Histones, Chromatin, MCF10A Cells, Reductive Dimethylation, 
PXD012568	GAS_Proteomics	MassIVE	Streptococcus pyogenes	Orbitrap Fusion	no publication	David Gonzalez	2019-08-14	Streptococcus pyogenes, Proteomics, 
PXD014128	High fat diet response metaproteomics	MassIVE	Bacteria, Mus musculus	Orbitrap Fusion	no publication	David Gonzalez	2019-07-02	TMT Proteomics, Metaproteomics, Microbiome, Diet-induced obesity, 
PXD011607	Protein O-glycoproteome in Streptomyces coelicolor	MassIVE	Streptomyces coelicolor A3 J1929	maXis; Orbitrap Fusion	no publication	Professor Maggie Smtih	2019-06-25	Streptomyces coelicolor, O-glycoproteome, membrane glycoproteome, protein O-mannosylation, 
PXD013491	Varroa-DWV-honeybee_emergence interaction	MassIVE	Apis mellifera	Orbitrap Fusion	no publication	Tomas Erban	2019-06-20	Apis mellifera, honeybee, Varroa destructor, deformed wing virus, 
PXD011592	YBX3 is a versatile RNA-binding protein that controls amino acid import by regulating SLC mRNA abundance 	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Gertjan Kramer	2019-05-08	Azidohomoalanine, BONCAT, Proteomics, Transcriptomics, Metabolomics, Multi-Omics, 
PXD013697	Oxygen-dependent interaction between FBXL5 and CIA targeting complex regulates iron homeostasis	MassIVE	Homo sapiens	instrument model: Orbitrap Fusion Lumos	no publication	James A. Wohlschlegel	2019-05-02	FBXL5, IRP, MMS19, FAM96B, CIAO1, CIA Targeting Complex, Iron Homeostasis, Hypoxia, Poly-ubiquitination, Iron Sensor, CIA Targeting Complex Binding Domain, 
PXD010119	"The concept of ""RNA dependence"" - Proteome-wide and quantitative identification of protein interactions dependent on RNA"	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Arminja Kettenbach	2019-04-11	RNA, non-coding RNA, ncRNA, RNA-binding proteins, RBP, RNA-dependent, interactome, proteomics, screen, 
PXD013272	Paenibacillus larvae exoproteins of ERIC I-IV genotypes	MassIVE	Paenibacillus larvae	Orbitrap Fusion	no publication	Tomas Erban	2019-04-11	Paenibacillus larvae, Paenibacillus larvae subsp. larvae, Paenibacillus larvae subsp. pulvifaciens, American foulbrood, pathogen, honey bee, Apis mellifera , exoproteins, virulence factors, 
PXD011340	The mRNA-bound proteome of Leishmania mexicana is stage-regulated with distinct transcript target pools	MassIVE	Leishmania mexicana	Orbitrap Fusion	De Pablos et al. (2019)	Dr. Pegine Walrad	2019-04-08	mRNA-bound proteome, mRNA binding proteins, mRBPs, mRBPome, parasite lifecycle, 
PXD013293	Rapid discovery of drug target engagement by isothermal shift assay	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	William Old	2019-03-29	iTSA, proteome, thermal shift, 
PXD010649	APEX of Fzd9b during hematopoietic stem cell development	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	David Gonzalez	2019-03-22	APEX, Proximity Proteomics, TMT, hematopoietic stem cell development, Fzd9b, 
PXD012602	Conodipine phospholipase	MassIVE	Conus purpurascens	Orbitrap Fusion	no publication	Frank Mari	2019-03-08	conodipines, phospholipase, cone snails, venom, venomics, proteomics, 
PXD011858	Chemical Derivatization of Streptavidin Provides Protection from Tryptic Proteolysis	MassIVE	Homo sapiens	Q Exactive; instrument model: Orbitrap Fusion Lumos	no publication	James A. Wohlschlegel	2019-02-18	reductive methylation, dimethylation, methylglyoxal, streptavidin, proteolysis, 
PXD012542	Proteome profiling of triple negative breast cancer cells overexpressing NOD1 and NOD2 receptors unveils molecular signatures of malignant cell proliferation	MassIVE	Homo sapiens	Orbitrap Fusion ETD	no publication	Ricardo G. Correa	2019-02-11	Triple negative breast cancer, NOD1, NOD2, 
PXD011544	Sequential Windowed Acquisition of Reporter Masses for Quantitation-First Proteomics	MassIVE	Homo sapiens, Escherichia coli	instrument model: Orbitrap Fusion Lumos	no publication	James A. Wohlschlegel	2019-02-10	SWARM, DIA, Lumos, isobaric, TMT, 
PXD010976	Mass-spectrometry based proteomics reveals a regulatory role for DYRK1A in DNA double-strand break repair 	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	William Old	2019-02-05	DYRK1A, IPMS, RNF169, Interactome, Subcellular, 
PXD012599	Three-pronged 'Pitchfork' strategy enables an extensive description of human membrane proteome and identification of missing proteins	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Ondrej Vit	2019-02-05	integral membrane proteins, cyanogen bromide, glycopeptide enrichment, missing proteins, mantle cell lymphoma, 
PXD012473	Pathogenic Bacteria from Public Library Books	MassIVE	Bacillus, Staphylococcus	Orbitrap Fusion	no publication	Jung H Roh	2019-01-31	Antibiotics Resistant Bacteria, 
